1599001155,2954
1600208471,3002
1601594774,3002
1602095609,3035
1604256538,3071
1606796407,3188
1609568832,3541
1612168097,4018
1614640175,5226
1615258187,5413
1615859654,5858
1616463369,6270
1617393762,7042
1617928889,7841
1618442455,8366
1619051115,8510
1619858266,9510
1620526878,9708
1621122696,10280
1621759314,10824
1622544346,11568
1623115644,13041
1623712726,13402
1624324378,14625
1624945014,16157
1625122513,16206
1625704616,17606
1626299675,18051
1626910096,19732
1627810595,21152
1628440269,22004
1628986287,22409
1629936565,23747
1630465502,24957
1631669900,28201
1632279244,30445
1633138042,35646
1633831775,37013
1634504078,38643
1635820835,40673
1636930473,44017
1638330658,48115
1638938757,50370
1639704516,51927
1640151836,52540
1641101114,53315
1641609205,54660
1642229729,55242
