1546722300,396
1556757540,423
1559392021,428
1561473130,433
1562000670,435
1564844283,443
1575632679,448
1578660253,462
1593710249,556
1596409053,574
1598987272,578
1601596676,587
1604255972,576
1606798734,584
1609547244,600
1612165146,605
1614641662,635
1615258058,643
1617395506,666
1617928761,672
1618442222,670
1619050775,677
1619860113,682
1620526685,690
1621122050,693
1621758917,698
1622546335,704
1623115369,707
1623712524,708
1624324077,712
1624944292,716
1625120603,717
1626299441,722
1626909524,730
1627809260,730
1628440013,730
1628986064,729
1629935710,736
1630464183,741
1631669451,745
1632279009,754
1633136949,765
