1423435352,106
1430964892,126
1436481435,130
1438498104,133
1438686913,134
1443741279,146
1446057883,150
1450543196,158
1453561387,163
1480109196,271
1487863183,297
1487939216,297
1489983426,308
1493830874,320
1498253965,368
1500758720,395
1506604296,461
1511529265,525
1512388642,536
1513032509,544
1513800965,565
1513854339,568
1519017810,675
1520629865,715
1526414635,841
1526658209,849
1527796858,873
1527798838,874
1528675654,891
1530379400,918
1532080357,958
1532785607,974
1533047781,977
1534840966,1008
1535157512,1010
1535371925,1012
1535749076,1021
1537713447,1067
1537908097,1070
1538371984,1073
1538810416,1076
1539684660,1094
1540829170,1115
1541022886,1118
1542161989,1132
1542693626,1142
1543679100,1159
1544876687,1173
1546121569,1191
1546370689,1192
1549277946,1221
1549964940,1225
1551403536,1237
1554136260,1257
1556207373,1282
1556742490,1285
1556757360,1285
1556887346,1287
1557142038,1289
1558611156,1315
1559352008,1324
1559407645,1324
1561040847,1328
1561385768,1332
1561988168,1337
1564659451,1365
1565533954,1371
1567299972,1383
1569749111,1395
1569967404,1394
1571713667,1405
1572641100,1400
1575251414,1400
1578072046,1458
1580673253,1476
1581138428,1483
1581935132,1487
1583238480,1496
1585757467,1507
1588771308,1290
1595760449,1323
1599511051,1342
1599872432,1344
1602174652,1351
1604831044,1360
1606937173,1359
1607620061,1367
1608794059,1370
1610147857,1381
1612460201,1405
1615389853,1430
1618392615,1445
1619106553,1450
1620338534,1452
1621027854,1454
1622144841,1462
1622546286,1462
1623115273,1464
1623712435,1469
1625120412,1478
1627808891,1488
1630464000,1506
