1535749076,163
1538371984,187
1541022886,193
1543679100,203
1546370689,221
1549277946,247
1551403536,266
1554136260,284
1556742490,312
1556757360,313
1559352008,337
1561988168,364
1564659451,384
1567299972,412
1569967404,436
1572641100,456
1575251414,474
1578055673,504
1580529638,533
1583113826,565
1585756792,601
1588377850,624
1591049442,655
1593707697,622
1596321055,124
1598986801,174
1600209159,192
1601596582,197
1604257279,222
1606797437,253
1609569489,287
1612169868,344
1614641290,382
1615257739,385
1615859372,393
1616462843,399
1617395171,407
1617929067,412
1618442285,419
1619050943,430
1619859935,434
1620526754,445
1621122425,454
1621759077,464
1622546105,467
1623115427,476
1623712539,483
1624324097,486
1624944749,499
1625120708,501
1625704207,503
1626299492,506
1626909589,509
1627809451,513
1628440123,511
1628986126,517
1629935788,522
1630464293,522
1631669500,530
1632279062,532
1633137139,535
1633831554,538
1634503948,545
1635819231,551
1636930314,572
1638330072,585
1638938648,586
1639704377,590
